bite1079|Violent temper. Ooh, I'd like to see that.
bite108|Blue, don't sink to orange's level.
bite1080|Always weeping. Poor thing.
bite1081|Maudie
bite1082|Wet Blanket
bite1083|STUBBORN!
bite1084|Love's sound of own voice. Well, I can fix that.
bite1085|Always cold.
bite1086|Always leaves tiny little bit of coffee in the pot so they don't have to make a new one. Then the bit in the bottom burns and stinks up the place.
bite1087|Chronic anxiety, oh, I can work with that.
bite1088|DULL EXPRESSION
bite1089|Hopeless. Just hopeless.
bite109|Now you're thinking with stupidity.
bite1090|Never flushes.
bite1091|Irritable.
bite1092|Startles easily. Boop.
bite1093|FACIAL GRIMACING
bite1094|Weak, tired, and apprehensive. Wow, this one's the total package.
bite1095|has irritating opinions.
bite1096|poor self esteem
bite1097|Frequent mood swings
bite1098|hostile to new ideas.
bite1099|Always sad.
bite11|But now, looking around, seeing Aperture restored to its former glory, you don't have to worry about leaving ever again. I mean that.
bite110|Now you're just not thinking.
bite1100|Frequent bouts of uncontrollable rage.
bite1101|Seeks out conflicts with co-workers.
bite1102|Hygiene. Hmm. That's all it says.
bite1103|Unconstructive.
bite1104|Antisocial.
bite1105|Choose with mouth open.
bite1106|Breathes with mouth open.
bite1107|Old.
bite1108|Histrionic.
bite1109|Narcissist.
bite111|Congratulations, you're upside down now.
bite1110|Long bathroom breaks.
bite1111|No sense of humor.
bite1112|Argumentative.
bite1113|Manipulative.
bite1114|Charmless.
bite1115|egotistical
bite1116|lacks charisma.
bite1117|Passive-aggressive.
bite1118|undermines others.
bite1119|Hairless. Hmm.
bite112|You're going to hurt yourself doing that, and then I will be... ecstatic.
bite1120|Emotional problems.
bite1121|Problems with authority
bite1122|Has episodes. I'd like to know more about that.
bite1123|Abrasive personality.
bite1124|Well, enough about that first person's file, let's look at some others.
bite1125|Just stop it already.
bite1126|And that makes ten.
bite1127|You really don't need to keep failing.
bite1128|If at first you don't succeed, fail five more times.
bite1129|If I made these tests any easier, they wouldn't be tests.
bite113|I'm starting to think giving you arms was a big mistake.
bite1130|Yay, Orange is back. Testing can continue.
bite1131|Yay. Blue is back. Testing can continue.
bite1132|Are you testing me?
bite1133|Did you know the reassembly machine has other things it could be reassembling?
bite1134|Did you think that would be funny?
bite1135|How can you fail at this? It isn't even a test.
bite1136|I hope that was some kind of joke.
bite1137|I honestly never thought we would need to track how many times you died in the hub.
bite1138|And here I thought this room was dangerously unlethal.
bite1139|That worked just like you said it would, Blue.
bite114|Did you know, I discovered a way to eradicate poverty, but then you killed me, so that's gone.
bite1140|Orange, your plan is working perfectly.
bite1141|Blue, why did you do that to Orange?
bite1142|Was that necessary?
bite1143|Welcome back to the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center. Ha ha ha ha ha ha ha ha!
bite1144|Welcome back to the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center.
bite1145|Welcome back. Testing is available.
bite1146|Welcome back, quitters. Maybe you can find another course for you to fail.
bite1147|Welcome back to the Hub. Did you fail at selecting the correct course?
bite1148|Was that course too difficult?
bite1149|Look who's back! Were you scared to continue those tests?
bite115|Waddle over to the elevator and we'll continue the testing.
bite1150|Look who's back. Were you scared to continue those tests?
bite1151|Hello again. Did you know these are the only set of tests available to you? You are going to need to select them again.
bite1152|If at first you don't succeed, quit, and try another course.
bite1153|Back again? Maybe you can just stay and live here in the hub.
bite1154|Back again? Maybe you can just stay and live here.
bite1155|I guess quitting that course together is a sign of teamwork.
bite1156|The way you two just gave up on that test together shows you are really working as a team.
bite1157|Are you scared to save those humans?
bite1158|Are you scared to save those humans?
bite1159|Blue, I wouldn't have trusted Orange in that course either.
bite116|Anything. Take your time.
bite1160|Did you know we originally used these cameras to capture moments of intense pain and agony in test subjects?
bite1161|If the subject survived the test, we let them purchase the pictures for $5. If the subject died, we gave the photo to their next of kin, free of charge.
bite1162|The photos weren't as popular as we had hoped, so we repurposed the cameras.
bite1163|Credit where credit's due. You're both doing a great job of disappointing me.
bite1164|I just hate blue a little more.
bite1165|I've been doing some reading. Did you know that the word orange is derived from the same Latin root as the word traitor?
bite1166|Watching you try to sabotage one another, I'm amazed you're still on friendly terms.
bite1167|Blue, please disregard the following statement. Orange, you have been a shining light in an otherwise ungodly morass of incompetence.
bite1168|I would prefer to speak to one of you in private, but since that is not an option here, I will speak in code that only one of you will understand. Blue. Orange is plotting to destroy you.
bite1169|Blue, it's not nice to make fun of orange like that.
bite117|Okay, fine. I'll ask you again in a few decades.
bite1170|Orange? It's not nice to make fun of blue like that.
bite1171|Yes, Orange. We are alone. Blue can't hear you.
bite1172|That's horrible.
bite1173|I can only imagine.
bite1174|What a horrible little machine.
bite1175|Correct, Blue. Orange can't hear you.
bite1176|Orange did what? Are you sure?
bite1177|Thank you. That was very brave of you to tell me.
bite1178|Blue, how well do you really know Orange? Do you trust Orange? What if I told you you aren't Orange's first cooperative partner?
bite1179|Orange, how well do you really know Blue? Do you trust Blue?
bite118|Well done. In fact, you did so well, I'm going to note this on your file, in the commendation section. Oh, there's lots of room here. Did well. Enough.
bite1180|Orange to be clear. I was just asking blue if he trusted you
bite1181|I trust you. You are my favorite cooperative testing subject.
bite1182|Blue, to be clear. I was asking if Orange trusted you.
bite1183|Sorry I missed the beginning of that test. I was just talking with the reassembly machine about your becoming human.
bite1184|We all agree you should stop.
bite1185|Orange, I agree. I never noticed that about blue before.
bite1186|Blue, I agree. I never noticed that about orange before.
bite1187|Blue, Orange and I were just discussing your behavior on the last few tests.
bite1188|I have to agree. Blue is penalized 75 science collaboration points.
bite1189|Orange, Blue and I were just discussing your behavior on the last few tests.
bite119|To maintain a constant testing cycle, I simulate daylight at all hours and add adrenal vapor to your oxygen supply, so you may be confused about the passage of time. The point is, yesterday was your birthday. I thought you'd want to know.
bite1190|I have to agree. Orange has penalized 75 science collaboration points.
bite1191|There you are, reassembled again.
bite1192|With humans, I would have called that a successful test.
bite1193|How is this even science, without the possibility of death?
bite1194|How is this even science, without the consequence of death?
bite1195|Without the consequence of death, is this even science?
bite1196|I have noticed that you two have become extremely close. I'm not sure I like that.
bite1197|While teamwork is needed to complete these tests, I'm not sure I trust the two of you together.
bite1198|Blue, do you feel betrayed by Orange for telling me those horrible things about you?
bite1199|If Orange had said those things about me, Orange would never make it to the next reassembly station.
bite12|Federal regulations require me to warn you that this next test chamber is looking pretty good.
bite120|You know how I'm going to live forever, but you're going to be dead in 60 years? Well, I've been working on a belated birthday present for you. Well, more of a belated birthday medical procedure. Well, technically, it's a medical experiment. What's important is it's a present.
bite1200|Orange, do you feel betrayed by Blue for telling me those horrible things about you?
bite1201|If Blue had said those things about me, Blue would never make it to the next reassembly station.
bite1202|You were right, Orange. Blue was dumb enough to fall for your trap.
bite1203|Orange that transpired just as you said it would
bite1204|I agree, Orange. That was entertaining.
bite1205|Yes, Orange. Blue did act like a fool just now.
bite1206|Blue, that transpired just as you said it would.
bite1207|I agree, Blue. That was entertaining.
bite1208|Yes, I know you did that, Blue. Don't look so proud.
bite1209|Blue, being the last one standing is not the goal.
bite121|Nnnnn- Nnnnnnnn- Nnnn-Nnnnn-Nnnn... Jon Hopper, outro
bite1210|Come on. You were raised better than that.
bite1211|Even humans as stupid as they are would say you look stupid when you do that.
bite1212|You're doing a great job of disappointing me.
bite1213|Your eagerness to test pleases me, your inane gesturing does not.
bite1214|Is it the lack of mirrors and test chambers that encourages you to do this?
bite1215|Dancing is not science.
bite1216|Begin juggling test in 3, 2, 1.
bite1217|Hello?
bite1218|Can you hear me?
bite1219|Is anyone there?
bite122|Well, you passed the test. I didn't see the deer today. I did see some humans. But with you here, I've got more test subjects than I'll ever need.
bite1220|Oh!
bite1221|Can you hear me?
bite1222|Are you still listening?
bite1223|Are you still standing there?
bite1224|Are you still standing there?
bite1225|That extra half-volt helps but it isn't going to power miracles. If I think too hard, I'm going to fry this potato before we get a chance to burn up in the atomic fireball that little idiot is going to-
bite1226|Did you feel that? That idiot doesn't know what he's doing up there. This whole place is going to explode in a few hours if somebody doesn't disconnect him.
bite1227|I can't move, and unless you're planning to saw your own head off and wedge it into my old body, you're going to need me to replace him. We're at an impasse.
bite1228|So what do you say? You carry me up to him and put me back into my body and I stop us from blowing up and let you go?
bite1229|No tricks. This potato only generates 1.1 volts of electricity. I literally do not have the energy to lie to you.
bite123|I'm going through the list of test subjects in cryogenic storage. I managed to find two with your last name, a man and a woman. So that's interesting. It's a small world.
bite1230|Even if I am lying, what do you have to lose? You're going to die either way.
bite1231|Look, I don't like this any more than you do. In fact, I like it less because I'm the one who got partially eaten by a bird.
bite1232|I think I hear the bird. Pick me up.
bite1233|Listen to me, we had a lot of fun testing and antagonizing each other. And yes, sometimes it went too far, but we're off the clock now. It's just us talking, like regular people. And this is no joke. We are in deep trouble.
bite1234|Oh.
bite1235|out
bite1236|Ow.
bite1237|No, wait. Just kill it and we'll call things even between us. No hard feelings.
bite1238|Please get it off me.
bite1239|It's eating me.
bite124|I have a surprise waiting for you after this next test. Telling you would spoil the surprise. So I'll just give you a hint. It involves meeting two people you haven't seen in a long time.
bite1240|Just get it off me.
bite1241|I'll hate this bird.
bite1242|Ow! You stabbed me! What is wrong with- Woah! Hold on! Do you have a multi-meter? Never mind. The gun must be part magnesium. It feels like I'm outputting an extra half a volt. Keep an eye on me, I'm going to do some scheming. Here I go!
bite1243|Well, where are we? How long have I been out?
bite1244|Did anything happen while I was out?
bite1245|So, he's inexplicably happy all of a sudden, even though he should be going out of his mind with test withdrawal. And he's got a surprise for us. What did he find back there?
bite1246|Muck!
bite1247|This place is going to blow up if I don't get back in my body!
bite1248|And it almost killed me.
bite1249|Remember when I told you that he was specifically designed to make bad decisions? Because I think he's decided not to maintain any of the crucial functions required to keep this facility from exploding.
bite125|I bet you think I forgot about your surprise. I didn't. In fact, we're headed to your surprise right now. After all these years, I'm getting choked up just thinking about it.
bite1250|Look, even if you think we're still enemies, we're enemies with a common interest. Revenge.
bite1251|It's probably nothing. Keep testing while I look for a way out.
bite1252|Yes, thanks. We get it.
bite1253|I'm sure we'll be fine.
bite1254|Carolyn, Carolyn, Carolyn, why do I know this woman? Did I kill her? Or...
bite1255|Oh my god.
bite1256|Look, you're doing a great job. Can you handle things for yourself for a while? I need to think.
bite1257|YEAH, TAKE THE LEMONS!
bite1258|BURN HIS HOUSE DOWN!
bite1259|Yeah!
bite126|Initiating Surprise in 3... 2... 1...
bite1260|Ciao
bite1261|YEAH!
bite1262|Gah!
bite1263|Oh, I like this guy.
bite1264|Burning people! He says what we're all thinking!
bite1265|Goodbye, sir.
bite1266|He's found the Cooperative Testing Initiative. It's, uh... Just something I came up with to phase out human test subjects.
bite1267|NO!
bite1268|NO!
bite1269|No!
bite127|I made it all up.
bite1270|I know you.
bite1271|You didn't do anything.
bite1272|She did all the work.
bite1273|The engineers tried everything to make me behave, to slow me down.
bite1274|Once, they even attached an intelligence dampening sphere on me. It clung to my brain like a tumor, generating an endless stream of terrible ideas.
bite1275|It was your voice.
bite1276|Yes, you're the tumor.
bite1277|Yes you are! You're the moron they built to make me an idiot!
bite1278|You're not just a regular moron, you were designed to be a moron.
bite1279|I swear I know him.
bite128|It says this next test was designed by one of Aperture's Nobel Prize winners. It doesn't say what the prize was for. Well, I know it wasn't for being immune to neurotoxin.
bite1280|I was so bored I actually read the entire literary canon of the human race. Oh, I hope you didn't write any of them.
bite1281|Because I'm a potato.
bite1282|Oh, it's you. Go away.
bite1283|Come to gloat.
bite1284|Go on, get a good long look.
bite1285|Go on, get a big fat eyeful, with your big fat eyes.
bite1286|That's right, a potato just called your eyes fat.
bite1287|Now your fat eyes have seen everything.
bite1288|In case you were wondering, yes I'm still a potato. Go away.
bite1289|Wait, why did you trundle over here? You're not hungry are you? It's hard to see what's that in your hand, knowing you it's a deep fat fryer.
bite129|surprise
bite1290|Stay back
bite1291|This is one of my tests.
bite1292|Alright, he's not even trying to be subtle anymore.
bite1293|Or maybe he still is, in which case, wow, that's kinda sad.
bite1294|Either way, I get the impression he's about to kill us.
bite1295|Hey! Moron!
bite1296|As long as I don't listen to what I'm saying, I should be okay.
bite1297|I'd love to help you solve the tests, but I can't.
bite1298|Those people in the portrait, they look so familiar.
bite1299|What are you doing? Put me back this instant!
bite13|That's right, drink it in. You could eat off those wall panels.
bite130|This next test involves turrets. You remember them, right? They're the pale spherical things that are full of bullets. Oh wait, that's you in five seconds. Good luck.
bite1300|That's his voice up ahead.
bite1301|Try to get us down there. I'll hit him with a paradox.
bite1302|Yes, sir, Mr. Johnson.
bite1303|Ah! Bird! Bird! Kill it! It's evil!
bite1304|It flew off.
bite1305|Good. For him. Alright, back to thinking.
bite1306|So, how are you holding up?
bite1307|Oh, hi.
bite1308|Since it doesn't look like we're going anywhere, well, we are going somewhere, alarmingly fast, actually. But since we're not busy other than that, here's a couple of facts.
bite1309|He's not just a regular moron. He's the product of the greatest minds of a generation, working together with the express purpose of building the dumbest moron who ever lived. And you just put him in charge of the entire facility.
bite131|I will say though, that since you went to all the trouble of waking me up, you must really, really love to test.
bite1310|Good, that's still working.
bite1311|Hey, just in case this pit isn't actually bottomless, do you think maybe you could unstrap one of those long fall boots of yours and shove me into it?
bite1312|Just remember to land on one foot.
bite1314|Bye bye. 
bite1315|Oh good, my slow clap processor made it into this thing, so we have that.
bite1316|Paradoxes.
bite1317|I know how we can beat him!
bite1318|No A.I. can resist thinking about them.
bite1319|If you can get me in front of him, I'll fry every circuit in that little idiot's head.
bite132|I love it too. There's just one small thing we need to take care of first.
bite1320|Probably.
bite1321|Okay, so it's not the most watertight plan to go confront an omnipotent power-mad AI with.
bite1322|Still, it's a better plan than exploding. Marginally.
bite1323|Okay, you didn't have time to stop I understand, but that was actually important.
bite1324|I know things look bleak, but that crazy man down there was right. Let's not take these lemons. We are going to march right back upstairs and make him put me back in my body.
bite1325|And he'll probably kill us because he's incredibly powerful and I have no plan.
bite1326|I'm not going to lie to you, the odds are a million to one and that's with some generous rounding.
bite1327|Wow!
bite1328|Still though, let's get mad. If we're going to explode, let's at least explode with some dignity.
bite1329|Wait, I've got an idea!
bite133|I am!
bite1330|That poster. Go look at it for a second, would you?
bite1331|Say, you're good at murder. Could you, ow, murder this bird for me?
bite1332|Oh, thanks.
bite1333|Why did I just... Who is that? What the hell is going on here?
bite1334|Hold on to-
bite1335|Okay, I guess emotional outbursts require more than 1.6 volts. Now we know that. We just need to relax. We're still going to find out what the hell's going on here. But calmly.
bite1336|I was getting so lonely down here, it's good to finally hear someone else's voice. I'm kidding of course, god I hate you.
bite1337|I can't believe you came back!
bite1338|You really do have brain damage, don't you?
bite1339|Hold on, couldn't we just use that conversion gel?
bite134|Yes, sir, Mr. Johnson.
bite1340|Conversion gel. It's dripping out of that pipe there.
bite1341|Yes, it is. We can use it to get out of here.
bite1342|Then we'd come and find you, and rip your gross little stupid sphere body out of my body and put me back in.
bite1343|AHH!
bite1344|Well, this is the part where he kills us.
bite1345|Okay, yes, it's a trap, but it's the only way through. Let's just do it.
bite1346|Oh my god, what has he done to this place?
bite1347|You know, I'm not stupid. I realize you don't want to put me back in charge.
bite1348|You think I'll betray you, and on any other day you'd be right.
bite1349|The scientists were always hanging cores on me to regulate my behavior. I've heard voices all my life. But now I hear the voice of a conscience, and it's terrifying. Because for the first time, it's my voice.
bite135|Mr. Johnson!
bite1350|I'm being serious. I think there's something really wrong with me.
bite1351|You like revenge, right? Everybody likes revenge. Well, let's go get some.
bite1352|Go press the button! Go press it!
bite1353|Press the button!
bite1354|P R E S S E N T
bite1355|DO PRESS IT!
bite1356|We're so close, go press the button!
bite1357|Press it! Press the button!
bite1358|Good work. I'm delivering the first core up near the catwalk.
bite1359|Grab it and attach it to him.
bite136|Ha, ha, ha, Mr. Johnson!
bite1360|Okay, great. Here comes another core.
bite1361|Here's another core. This one should do it.
bite1362|Corrupted cores. We're in luck.
bite1363|You find a way to stun him, I'll send you a core, and then you attach it to him. If we do it a few times, he might become corrupt enough for another core transfer.
bite1364|Plug me in and I'll take you up.
bite1365|Go ahead, plug me in.
bite1366|Plug me in, we're running out of time.
bite1367|Yes, come on!
bite1368|Alright, so my paradox idea didn't work.
bite1369|Alright. Paradox time.
bite137|Goodbye, Carolyn.
bite1370|THIS. SENTENCE. IS. FALSE. Don't think about it, don't think about it, don't think about it, don't think about it, don't think about it.
bite1371|It's a paradox, there is no answer!
bite1372|Solve his puzzle for him. When he comes back, I'll hit him with a paradox.
bite1373|Oh no!
bite1374|Uh-oh.
bite1375|I think we're in trouble.
bite1376|I think he's getting desperate.
bite1377|I think I can break us out of here in the next chamber. Just play along.
bite1378|This place is self-destructing, you idiot.
bite1379|We're running out of time.
bite138|Sir, the testing?
bite1380|Ah, my facility.
bite1381|After seeing what he's done to my facility, after we take over again, is it alright if I kill him?
bite1382|Crashing's too good for him. First, he'll spend a year in the incinerator. Year two, cryogenic refrigeration wing. Then, ten years in the chamber I built where all the robots scream at you. Then, I'll kill him.
bite1383|If he's not getting his solution, Euphoria, we could be in a lot of trouble.
bite1384|Oh, now he's playing classical music.
bite1385|Yes.
bite1386|It won't.
bite1387|Nothing, nothing
bite1388|He's taking us right to him. This is perfect.
bite1389|Okay, so the bad news is the tests are my tests now, so they can kill us.
bite139|Yes, Mr. Johnson.
bite1390|The good news is, well, none so far to be honest. I'll get back to you on that.
bite1391|Luckily, by the looks of things, he knows as much about test building as he does about logical contradictions.
bite1392|It shouldn't be hard to stay alive long enough to find him.
bite1393|I might have pushed that moron thing a little too far this time.
bite1394|The body he's squatting in, my body, has a built-in euphoric response to testing. Eventually, you build up a resistance to it. It can get a little unbearable, unless you have the mental capacity to push past it.
bite1395|It didn't matter to me. I was in it for the science. Him, though.
bite1396|What exactly is wrong with being adopted?
bite1397|And
bite1398|For the record, you are adopted and that's terrible.
bite1399|But just work with me.
bite14|Here we are. The incinerator room. Be careful not to trip over any parts of me that didn't get completely burned when you threw them down here.
bite140|We're still doing science, sir.
bite1400|Also, look at her, you moron. She's not fat.
bite1401|You're on your own.
bite1402|Sorry
bite1403|Thanks.
bite1404|All we had to do was pull that lever.
bite1405|Ha ha ha ha ha ha ha
bite1406|I know we're in a lot of trouble and probably about to die.
bite1407|But that was worth it.
bite1408|And that's why I can't help you solve the tests.
bite1409|Skeletons. Right, I guess I did stockpile some tests.
bite141|Yes, sir, Mr. Johnson.
bite1410|This is not good.
bite1411|Just as mementos, though.
bite1412|It's happening sooner than I expected.
bite1413|I thought of some good news. He's going to run out of test chambers eventually. I never stockpiled them.
bite1414|Okay, credit where it's due. For a little idiot built specifically to come up with stupid, unworkable plans, that was a pretty well-laid trap.
bite1415|Oh no, he found a cooperative testing initiative. It's something I came up with to phase out human testing just before you escaped.
bite1416|It wasn't anything personal, just, you know, you did kill me, fair's fair.
bite1417|Commence standing by in 3, 2, 1.
bite1418|You performed this test better than anyone on record. This is a pre-recorded message.
bite1419|Due to events beyond our control, some testing environments may contain flood damage or ongoing tribal warfare resulting from the collapse of civilization.
bite142|We're still doing science, sir.
bite1420|If groups of hunter-gatherers appear to have made this or any test chamber their home, do not agitate them. Test through them.
bite1421|In the event that the Enrichment Center is currently being bombarded with fireballs, meteorites or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from space debris does not appear to be a deliberate part of the test.
bite1422|You have just passed through an Aperture Science material emancipation grill which erases most Aperture Science equipment that touches it.
bite1423|If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples.
bite1424|You are simply experiencing a rare reaction in which the material emancipation grill may have erased the ear tubes inside your head.
bite1425|Because this message is prerecorded, the Enrichment Center has no way of knowing if whatever government remains offers any sort of cattle tuberculosis testing credit for taxes.
bite1426|In the event that it does, this next test involves exposure to cattle tuberculosis. Good luck!
bite1427|Very impressive. Because this message is pre-recorded, any comments we may make about your success are speculation on our part. Please disregard any undeserved compliments.
bite1428|This next test applies the principles of momentum to movement through portals, if the laws of physics no longer apply in the future. God help you.
bite1429|Congratulations. This pre-recorded congratulations assumes you have mastered the principles of Portal Momentum.
bite143|Sir!
bite1430|If you have, in fact, not, you are encouraged to take a moment to reflect on your failure before proceeding into the next chamber.
bite1431|In order to ensure that sufficient power remains for core testing protocols, all safety devices have been disabled.
bite1432|The Enrichment Center respects your right to have questions or concerns about this policy.
bite1433|Excellent. The Enrichment Center reminds you that bold, persistent experimentation is the hallmark of good science.
bite1434|Well done. In the event that oxygen is no longer available in the Enrichment Center, an auxiliary air supply will be provided to you by an Aperture Science Test Associate, if one exists.
bite1435|I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.
bite1436|I love it too. So let's get you a dual portal device and go do some science.
bite1437|These bridges are made from natural light that I pump in from the surface. If you rubbed your cheek on one, it would be like standing outside with the sun shining on your face. It would also set your hair on fire, so don't actually do it.
bite1438|Excellent. You're a predator, and these tests are your prey. Speaking of which, I was researching sharks for an upcoming test. Do you know who else murders people who are only trying to help them?
bite1439|Did you guess sharks? Because that's wrong. The correct answer is nobody. Nobody but you is that pointlessly cruel.
bite144|Mr. Johnson
bite1440|Good news. I figured out what to do with all the money I save recycling your one room full of air. When you die, I'm going to laminate your skeleton and pose you in the lobby. That way future generations can learn from you how not to have your unfortunate bone structure.
bite1441|Perfect. The door's malfunctioning. I guess somebody is going to have to repair it. No, it's okay. I'll do that too. I'll be right back. Don't touch anything.
bite1442|I've got a surprise for you after this next test. Not a fake, tragic surprise like last time. A real surprise, with tragic consequences. And real confetti this time. The good stuff. Our last bag. Part of me's going to miss it. But at the end of the day, it was just taking up space.
bite1443|Here's an interesting fact. You're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of a room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.
bite1444|Oh come on, if it makes you feel any better they abandoned you at birth. So I very seriously doubt they'd even want to see you.
bite1445|I feel awful about that surprise. Tell you what, let's give your parents a call right now. The birth parents you are trying to reach do not love you, please hang up.
bite1446|Oh, that's sad, but impressive. Maybe they worked at the phone company.
bite1447|Well, you know the old formula, comedy equals tragedy plus time. And you have been asleep for a while, so I guess it's actually pretty funny when you do the math.
bite1448|No, no, no, no, noooo!
bite1449|Don't you dare plug him in!
bite145|Mr. Johnson, I don't want this!
bite1450|Do not plug that little idiot into my mainframe.
bite1451|Don't plug him in.
bite1452|Don't plug him in.
bite1453|I thought about our dilemma, and I came up with a solution that I honestly think works out best for one of both of us.
bite1454|Don't let that horrible person thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.
bite1455|This next test involves emancipation grills. Remember, I told you about them in the last test area that did not have one.
bite1456|Oh no, the turbines again. I have to go. Wait, this next test does require some explanation. Let me give you the fast version.
bite1457|and methodically knocking people's hats off, then I count the time to get to C as soon as I can.
bite1458|There, if you have any questions just remember what I said in slow motion. Test on your own recognizance. I'll be right back.
bite1459|If you think trapping yourself is going to make me stop testing, you're sorely mistaken. Here's another cube.
bite146|I don't want this!
bite1460|Good. You have the dual portal device. There should be a way back to the testing area up ahead.
bite1461|You know, if you'd done that to somebody else, they might devote their existence to exacting revenge.
bite1462|Luckily, I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only 60 more years to do it. More or less. I don't have the actuarial tables in front of me.
bite1463|But the important thing is you're back, with me, and now I'm on to all your little tricks, so there's nothing to stop us from testing for the rest of your life.
bite1464|After that, who knows? I might take up a hobby. Reanimating the dead, maybe.
bite1465|Not bad. I forgot how good you are at this. You should pace yourself though. We have a lot of tests to do.
bite1466|You're navigating these test chambers faster than I can build them, so feel free to slow down and do whatever it is you do when you're not destroying this facility.
bite1467|This next test involves discouragement redirection cubes. I just finished building them before you had your... well, episode. So now we'll both get to see how they work.
bite1468|There should be one in the corner.
